timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1683211145275,2064,Login,200,,Load Test - Shippers 1-189,,true,,5552,224,200,200,http://localhost:8095/public/login,2064,0,0
1683211144401,2952,Login,200,,Load Test - Shippers 1-18,,true,,5552,224,200,200,http://localhost:8095/public/login,2952,0,0
1683211144953,2384,Login,200,,Load Test - Shippers 1-124,,true,,5552,224,200,200,http://localhost:8095/public/login,2384,0,0
1683211145016,2337,Login,200,,Load Test - Shippers 1-137,,true,,5552,224,200,200,http://localhost:8095/public/login,2337,0,0
1683211144780,2574,Login,200,,Load Test - Shippers 1-89,,true,,5552,224,200,200,http://localhost:8095/public/login,2574,0,0
1683211145269,2085,Login,200,,Load Test - Shippers 1-188,,true,,5552,224,200,200,http://localhost:8095/public/login,2085,0,0
1683211144996,2358,Login,200,,Load Test - Shippers 1-133,,true,,5552,224,200,200,http://localhost:8095/public/login,2358,0,0
1683211144970,2439,Login,200,,Load Test - Shippers 1-127,,true,,5552,224,200,200,http://localhost:8095/public/login,2439,0,1
1683211144722,2690,Login,200,,Load Test - Shippers 1-77,,true,,5552,224,200,200,http://localhost:8095/public/login,2690,0,0
1683211144899,2514,Login,200,,Load Test - Shippers 1-113,,true,,5552,224,200,200,http://localhost:8095/public/login,2514,0,0
1683211145142,2272,Login,200,,Load Test - Shippers 1-163,,true,,5552,224,200,200,http://localhost:8095/public/login,2272,0,0
1683211144880,2534,Login,200,,Load Test - Shippers 1-109,,true,,5552,224,200,200,http://localhost:8095/public/login,2534,0,0
1683211144582,2833,Login,200,,Load Test - Shippers 1-50,,true,,5552,224,200,200,http://localhost:8095/public/login,2833,0,0
1683211144632,2783,Login,200,,Load Test - Shippers 1-60,,true,,5552,224,200,200,http://localhost:8095/public/login,2783,0,1
1683211144865,2551,Login,200,,Load Test - Shippers 1-106,,true,,5552,224,200,200,http://localhost:8095/public/login,2551,0,0
